-1.923473557928158,-2.0146644006460526
-2.0,-2.0
-1.9,-1.9
-1.7999999999999998,-1.7999999999999998
-1.6999999999999997,-1.6999999999999997
-1.6999999999999997,-1.5999999999999996
-1.6999999999999997,-1.5
-1.6999999999999997,-1.4
-1.6999999999999997,-1.2999999999999998
-1.6999999999999997,-1.1999999999999997
-1.6999999999999997,-1.0999999999999996
-1.6999999999999997,-1.0
-1.6999999999999997,-0.8999999999999999
-1.6999999999999997,-0.7999999999999998
-1.6999999999999997,-0.6999999999999997
-1.6999999999999997,-0.5999999999999996
-1.6999999999999997,-0.5
-1.6999999999999997,-0.3999999999999999
-1.6999999999999997,-0.2999999999999998
-1.6999999999999997,-0.19999999999999973
-1.6999999999999997,-0.09999999999999964
-1.6999999999999997,0.0
-1.6999999999999997,0.10000000000000053
-1.6999999999999997,0.20000000000000018
-1.6999999999999997,0.2999999999999998
-1.6999999999999997,0.40000000000000036
-1.5999999999999996,0.5
-1.5,0.5
-1.4,0.5
-1.2999999999999998,0.5
-1.1999999999999997,0.5
-1.0999999999999996,0.5
-1.0,0.5
-0.8999999999999999,0.5
-0.7999999999999998,0.5
-0.6999999999999997,0.5
-0.5999999999999996,0.40000000000000036
-0.5,0.2999999999999998
-0.3999999999999999,0.20000000000000018
-0.2999999999999998,0.10000000000000053
-0.19999999999999973,0.0
-0.09999999999999964,-0.09999999999999964
0.0,-0.19999999999999973
0.10000000000000053,-0.2999999999999998
0.20000000000000018,-0.3999999999999999
0.2999999999999998,-0.5
0.40000000000000036,-0.5999999999999996
0.5,-0.5999999999999996
0.6000000000000005,-0.5999999999999996
0.7000000000000002,-0.5999999999999996
0.8000000000000007,-0.5999999999999996
0.9000000000000004,-0.5999999999999996
1.0,-0.5999999999999996
1.1000000000000005,-0.5999999999999996
1.2000000000000002,-0.5999999999999996
1.3000000000000007,-0.5999999999999996
1.4000000000000004,-0.5999999999999996
1.5,-0.5
1.5,-0.3999999999999999
1.5,-0.2999999999999998
1.5,-0.19999999999999973
1.5,-0.09999999999999964
1.5,0.0
1.5,0.10000000000000053
1.5,0.20000000000000018
1.5,0.2999999999999998
1.5,0.40000000000000036
1.5,0.5
1.5,0.6000000000000005
1.6000000000000005,0.7000000000000002
1.7000000000000002,0.8000000000000007
1.8000000000000007,0.9000000000000004
1.9000000000000004,1.0
1.9000000000000004,1.1000000000000005
1.9000000000000004,1.2000000000000002
1.9000000000000004,1.3000000000000007
1.9000000000000004,1.4000000000000004
1.9000000000000004,1.5
2.0,1.6000000000000005
2.0,1.7000000000000002
2.0,1.8000000000000007
2.0,1.9000000000000004
2.0,2.0
